DATE,STATION_ID,NAME,COUNTRY,YEAR,MONTH,TMAX,BASELINE,ZSCORE,EVENT_TYPE,SEVERITY
2013-12-22,TH000048376,TAK,Thailand,2013,12,25.6,31.446399999999986,-2.546880256795501,Cold Snap,2.55
2013-08-16,RPM00098134,BASCO RADAR,Philippines,2013,8,27.1,30.102723735408563,-2.546544594075117,Cold Snap,2.55
2024-04-09,BMM00048062,SITTWE,Myanmar,2024,4,37.0,33.67288135593221,2.5470349865169672,Heatwave,2.55
2003-12-01,IDM00097380,SABU/TARDAMU,Indonesia,2003,12,35.6,32.566105769230795,2.5467393595590426,Heatwave,2.55
2001-06-01,IDM00097780,ENAROTALI,Indonesia,2001,6,20.8,24.277835051546404,-2.5493101809105707,Cold Snap,2.55
2010-10-05,IDM00096737,SERANG,Indonesia,2010,10,29.8,33.42360801781738,-2.549576136228704,Cold Snap,2.55
2024-03-10,IDM00097086,BUBUNG,Indonesia,2024,3,34.6,31.65860465116276,2.549724258473512,Heatwave,2.55
2009-06-07,IDM00097748,GESER,Indonesia,2009,6,33.8,30.428612716763002,2.545796771202133,Heatwave,2.55
2012-02-13,RPM00098325,DAGUPAN,Philippines,2012,2,27.5,31.420247933884312,-2.553184153024531,Cold Snap,2.55
2003-02-05,RPM00098325,DAGUPAN,Philippines,2003,2,27.5,31.420247933884312,-2.553184153024531,Cold Snap,2.55
2024-03-13,IDM00097760,KAIMANA,Indonesia,2024,3,36.0,32.43905817174516,2.5545610439110824,Heatwave,2.55
2012-05-20,IDM00096295,RADIN INTEN II,Indonesia,2012,5,30.0,32.78388625592413,-2.5501514390822377,Cold Snap,2.55
2011-06-14,ID000097502,SORONG/JEFMAN,Indonesia,2011,6,28.2,30.952024922118394,-2.550518918341935,Cold Snap,2.55
2009-05-13,IDM00096529,KALIMARU,Indonesia,2009,5,29.2,33.34106666666665,-2.547969717332257,Cold Snap,2.55
2009-09-25,TH000048356,SAKON NAKHON,Thailand,2009,9,27.5,31.89537223340041,-2.5470848061193387,Cold Snap,2.55
2010-12-10,IDM00097600,SANANA,Indonesia,2010,12,29.4,32.23410526315791,-2.5474703290622416,Cold Snap,2.55
2010-05-08,IDM00096295,RADIN INTEN II,Indonesia,2010,5,30.0,32.78388625592413,-2.5501514390822377,Cold Snap,2.55
2017-05-31,IDM00096295,RADIN INTEN II,Indonesia,2017,5,30.0,32.78388625592413,-2.5501514390822377,Cold Snap,2.55
2005-08-16,LAM00048930,LUANG PHABANG INTL,Laos,2005,8,27.0,32.67668269230772,-2.5544317369563085,Cold Snap,2.55
2005-10-20,SNM00048698,SINGAPORE CHANGI INTL,Singapore,2005,10,28.5,31.907196969696976,-2.5538121213799103,Cold Snap,2.55
2003-02-06,TH000048378,PHITSANULOK/SARIT,Thailand,2003,2,28.9,33.608920187793444,-2.5533057621519992,Cold Snap,2.55
2008-06-08,MYM00048615,SULTAN ISMAIL PETRA,Malaysia,2008,6,30.4,32.628104575163405,-2.5456276713013257,Cold Snap,2.55
2019-01-14,IDM00096655,TJILIK RIWUT,Indonesia,2019,1,28.1,32.301196172248765,-2.547518477131219,Cold Snap,2.55
2003-06-05,IDM00097072,MUTIARA,Indonesia,2003,6,37.1,33.0892644135189,2.5519678552232374,Heatwave,2.55
2008-02-13,TH000048356,SAKON NAKHON,Thailand,2008,2,23.4,31.9170626349892,-2.554983942703684,Cold Snap,2.55
2003-05-07,LAM00048940,WATTAY INTL,Laos,2003,5,40.5,33.87562500000001,2.547818834472285,Heatwave,2.55
2008-11-26,IDM00096011,SULTAN ISKANDARMUDA,Indonesia,2008,11,28.0,31.27819253438114,-2.5538861029697824,Cold Snap,2.55
2020-11-28,IDM00096011,SULTAN ISKANDARMUDA,Indonesia,2020,11,28.0,31.27819253438114,-2.5538861029697824,Cold Snap,2.55
2003-10-26,MYM00096471,KOTA KINABALU INTL,Malaysia,2003,10,29.1,32.165240641711215,-2.551776800412151,Cold Snap,2.55
2003-03-29,TH000048378,PHITSANULOK/SARIT,Thailand,2003,3,30.8,35.72281449893395,-2.5541759607964862,Cold Snap,2.55
2011-05-07,IDM00096737,SERANG,Indonesia,2011,5,30.0,32.74684873949579,-2.553665482813162,Cold Snap,2.55
2010-05-27,IDM00096737,SERANG,Indonesia,2010,5,30.0,32.74684873949579,-2.553665482813162,Cold Snap,2.55
2005-11-08,TH000048356,SAKON NAKHON,Thailand,2005,11,36.7,31.48669438669436,2.548010197050324,Heatwave,2.55
2017-05-17,TH000048456,DON MUANG,Thailand,2017,5,29.4,34.99326424870466,-2.5505005864958616,Cold Snap,2.55
2011-04-06,RPM00098134,BASCO RADAR,Philippines,2011,4,22.5,27.968055555555566,-2.5506872715169675,Cold Snap,2.55
2001-02-05,IDM00097378,ROTE/BAA/LEKUNIK,Indonesia,2001,2,28.3,31.69654088050315,-2.5427386250525212,Cold Snap,2.54
2020-04-19,ID000097686,WAMENA,Indonesia,2020,4,30.0,26.64263157894737,2.5350300184734955,Heatwave,2.54
2024-10-23,BMM00048008,MYITKYINA,Myanmar,2024,10,24.3,31.73012552301256,-2.536539133440457,Cold Snap,2.54
2000-02-10,IDM00096933,SURABAYA/PERAK,Indonesia,2000,2,29.6,32.63277027027027,-2.537748275974879,Cold Snap,2.54
2022-06-26,IDM00096791,CIREBON/JATIWANGI,Indonesia,2022,6,30.1,32.948979591836746,-2.5449016004572,Cold Snap,2.54
2016-08-08,IDM00096739,BUDIARTO,Indonesia,2016,8,30.8,33.19111675126902,-2.5390509962933394,Cold Snap,2.54
2022-10-06,IDM00096791,CIREBON/JATIWANGI,Indonesia,2022,10,31.3,35.48086560364464,-2.536790862120131,Cold Snap,2.54
2003-01-17,IDM00097722,AMAHAI,Indonesia,2003,1,35.0,32.270626349892034,2.5404235089281437,Heatwave,2.54
2020-01-31,IDM00097722,AMAHAI,Indonesia,2020,1,35.0,32.270626349892034,2.5404235089281437,Heatwave,2.54
2019-08-29,IDM00096695,KOTABARU/SETAGEN,Indonesia,2019,8,34.4,31.21013289036546,2.5438800903693877,Heatwave,2.54
2012-06-26,IDM00097240,MATARAM-LOMBOK INTL AIRPORT,Indonesia,2012,6,28.2,31.170689655172414,-2.543333762644878,Cold Snap,2.54
2011-11-29,IDM00096935,SURABAYA JUANDA,Indonesia,2011,11,30.2,33.642227378190235,-2.5373367056038827,Cold Snap,2.54
2003-05-25,RPW00041229,MANILA,Philippines,2003,5,29.8,33.97126213592232,-2.539670708856381,Cold Snap,2.54
2015-06-26,RPM00098644,TAGBILARAN,Philippines,2015,6,29.0,32.51517094017092,-2.536400312551659,Cold Snap,2.54
2020-06-10,RPM00098644,TAGBILARAN,Philippines,2020,6,29.0,32.51517094017092,-2.536400312551659,Cold Snap,2.54
2017-03-01,MYM00048650,KUALA LUMPUR INTL,Malaysia,2017,3,29.0,33.13880597014924,-2.537025853535411,Cold Snap,2.54
2001-11-26,ID000096925,SANGKAPURA (BAWEAN,Indonesia,2001,11,28.5,32.0412658227848,-2.542219005662344,Cold Snap,2.54
2007-05-01,TH000048432,SURIN,Thailand,2007,5,29.0,34.97459165154262,-2.5374264540447786,Cold Snap,2.54
2022-05-04,TH000048432,SURIN,Thailand,2022,5,29.0,34.97459165154262,-2.5374264540447786,Cold Snap,2.54
2015-06-01,TH000048381,KHON KAEN,Thailand,2015,6,39.2,33.94000000000002,2.5398159375612943,Heatwave,2.54
2018-10-16,ID000097690,JAYAPURA/SENTANI,Indonesia,2018,10,29.6,33.30727272727274,-2.54302708019816,Cold Snap,2.54
2008-10-03,ID000097690,JAYAPURA/SENTANI,Indonesia,2008,10,29.6,33.30727272727274,-2.54302708019816,Cold Snap,2.54
2010-06-05,ID000096073,SIBOLGA/PINANGSORI,Indonesia,2010,6,29.0,32.3494680851064,-2.535772077518667,Cold Snap,2.54
2008-02-04,TH000048357,NAKHON PHANOM,Thailand,2008,2,24.0,32.17262443438918,-2.53583305844109,Cold Snap,2.54
2000-02-01,TH000048480,CHANTHABURI,Thailand,2000,2,29.5,33.041439688715954,-2.542493963085283,Cold Snap,2.54
2017-12-19,TH000048431,NAKHON RATCHASIMA,Thailand,2017,12,23.6,30.190243902439057,-2.5368583166589938,Cold Snap,2.54
2013-02-23,TH000048480,CHANTHABURI,Thailand,2013,2,29.5,33.041439688715954,-2.542493963085283,Cold Snap,2.54
2019-10-28,TH000048455,BANGKOK METROPOLIS,Thailand,2019,10,37.6,33.44007490636702,2.5431426118018794,Heatwave,2.54
2010-03-06,MY000096465,LABUAN,Malaysia,2010,3,34.5,31.424595469255706,2.541853157471468,Heatwave,2.54
2024-09-13,TH000048550,KO SAMUI,Thailand,2024,9,36.4,32.20961538461538,2.5439923298175064,Heatwave,2.54
2009-10-05,RPM00098222,VIGAN,Philippines,2009,10,27.5,31.439092872570207,-2.5356370766426384,Cold Snap,2.54
2022-06-21,RPM00098644,TAGBILARAN,Philippines,2022,6,29.0,32.51517094017092,-2.536400312551659,Cold Snap,2.54
2012-09-14,IDM00097698,JAYAPURA/DOK II,Indonesia,2012,9,28.6,31.623939393939416,-2.542151622096888,Cold Snap,2.54
2009-07-05,LAM00048940,WATTAY INTL,Laos,2009,7,27.0,32.37397260273973,-2.5362878190232743,Cold Snap,2.54
2009-07-06,LAM00048940,WATTAY INTL,Laos,2009,7,27.0,32.37397260273973,-2.5362878190232743,Cold Snap,2.54
2017-02-09,IDM00097260,SUMBAWA BESAR,Indonesia,2017,2,27.9,30.82972972972973,-2.5362438479634415,Cold Snap,2.54
2002-02-07,IDM00097260,SUMBAWA BESAR,Indonesia,2002,2,27.9,30.82972972972973,-2.5362438479634415,Cold Snap,2.54
2006-05-22,TH000048480,CHANTHABURI,Thailand,2006,5,28.8,33.45527728085865,-2.5395116685040517,Cold Snap,2.54
2002-11-01,IDM00096001,MAIMUN SALEH,Indonesia,2002,11,26.8,29.98521400778209,-2.543218287991578,Cold Snap,2.54
2007-05-13,VMM00048845,VINH,Vietnam,2007,5,23.5,32.54987012987015,-2.5374569358098027,Cold Snap,2.54
2017-11-06,TH000048475,HUA HIN,Thailand,2017,11,27.2,30.873961218836545,-2.535852391632492,Cold Snap,2.54
2002-05-11,TH000048455,BANGKOK METROPOLIS,Thailand,2002,5,30.0,35.25351562500003,-2.544382072874219,Cold Snap,2.54
2023-12-17,IDM00096837,SEMARANG,Indonesia,2023,12,35.3,31.732216494845368,2.5408787389287144,Heatwave,2.54
2020-11-02,ID000096925,SANGKAPURA (BAWEAN,Indonesia,2020,11,28.5,32.0412658227848,-2.542219005662344,Cold Snap,2.54
2008-06-24,ID000096073,SIBOLGA/PINANGSORI,Indonesia,2008,6,29.0,32.3494680851064,-2.535772077518667,Cold Snap,2.54
2001-06-08,ID000096073,SIBOLGA/PINANGSORI,Indonesia,2001,6,29.0,32.3494680851064,-2.535772077518667,Cold Snap,2.54
2008-11-25,IDM00096001,MAIMUN SALEH,Indonesia,2008,11,26.8,29.98521400778209,-2.543218287991578,Cold Snap,2.54
2008-11-26,IDM00096001,MAIMUN SALEH,Indonesia,2008,11,26.8,29.98521400778209,-2.543218287991578,Cold Snap,2.54
2019-01-29,IDM00097016,BITUNG,Indonesia,2019,1,29.2,32.64098360655739,-2.5392513099577667,Cold Snap,2.54
2023-01-12,IDM00097016,BITUNG,Indonesia,2023,1,29.2,32.64098360655739,-2.5392513099577667,Cold Snap,2.54
2003-02-14,TH000048379,PHETCHABUN,Thailand,2003,2,29.4,35.01611253196932,-2.544670067640391,Cold Snap,2.54
2004-07-17,IDM00096749,SOEKARNO HATTA INTL,Indonesia,2004,7,30.4,32.23493150684933,-2.5380283270388406,Cold Snap,2.54
2020-07-06,ID000096925,SANGKAPURA (BAWEAN,Indonesia,2020,7,28.9,30.26806526806526,-2.53642622841156,Cold Snap,2.54
2018-08-07,BMM00048112,VICTORIA POINT,Myanmar,2018,8,25.0,30.743188405797127,-2.540906931860859,Cold Snap,2.54
2013-08-03,BMM00048112,VICTORIA POINT,Myanmar,2013,8,25.0,30.743188405797127,-2.540906931860859,Cold Snap,2.54
2006-06-26,VMM00048914,CA MAU,Vietnam,2006,6,28.4,32.48978978978978,-2.541411695202185,Cold Snap,2.54
2012-08-31,IDM00096525,TANJUNG SELOR,Indonesia,2012,8,29.2,33.221767241379304,-2.5396753147569378,Cold Snap,2.54
2000-08-09,IDM00096739,BUDIARTO,Indonesia,2000,8,30.8,33.19111675126902,-2.5390509962933394,Cold Snap,2.54
2008-02-17,MY000096465,LABUAN,Malaysia,2008,2,27.5,30.655797101449263,-2.535955482741573,Cold Snap,2.54
2017-09-16,LAM00048930,LUANG PHABANG INTL,Laos,2017,9,28.2,33.01713554987213,-2.540522984873033,Cold Snap,2.54
2022-08-05,IDM00096221,SULTAN MAHMUD BADARUDDIN II,Indonesia,2022,8,30.2,33.00685579196219,-2.538620141023621,Cold Snap,2.54
2010-10-29,TH000048517,CHUMPHON,Thailand,2010,10,26.8,31.526666666666657,-2.541017992356664,Cold Snap,2.54
2006-10-05,TH000048517,CHUMPHON,Thailand,2006,10,26.8,31.526666666666657,-2.541017992356664,Cold Snap,2.54
2008-10-25,TH000048517,CHUMPHON,Thailand,2008,10,26.8,31.526666666666657,-2.541017992356664,Cold Snap,2.54
2007-09-30,VMM00048887,PHAN THIET,Vietnam,2007,9,28.0,31.764525993883815,-2.540863617289413,Cold Snap,2.54
2017-10-21,IDM00096797,TEGAL,Indonesia,2017,10,35.5,32.87282850779513,2.5366926528101015,Heatwave,2.54
2015-05-29,IDM00096009,MALIKUS SALEH,Indonesia,2015,5,34.8,32.43752380952381,2.5437703685628597,Heatwave,2.54
2016-05-14,IDM00096009,MALIKUS SALEH,Indonesia,2016,5,34.8,32.43752380952381,2.5437703685628597,Heatwave,2.54
2016-11-07,IDM00096001,MAIMUN SALEH,Indonesia,2016,11,26.8,29.98521400778209,-2.543218287991578,Cold Snap,2.54
2017-05-19,VMM00048806,SON LA,Vietnam,2017,5,22.5,30.465363128491607,-2.541606474858536,Cold Snap,2.54
2018-02-02,TH000048357,NAKHON PHANOM,Thailand,2018,2,24.0,32.17262443438918,-2.53583305844109,Cold Snap,2.54
2002-11-05,TH000048455,BANGKOK METROPOLIS,Thailand,2002,11,29.1,33.60766355140186,-2.5404161495722697,Cold Snap,2.54
2004-06-28,TH000048325,MAE SARIANG,Thailand,2004,6,26.4,32.24974271012008,-2.542360205127479,Cold Snap,2.54
2014-03-22,TH000048431,NAKHON RATCHASIMA,Thailand,2014,3,28.2,35.842682926829276,-2.5395065511163106,Cold Snap,2.54
2008-11-30,TH000048325,MAE SARIANG,Thailand,2008,11,28.9,33.04596153846154,-2.5401103274153614,Cold Snap,2.54
2004-11-14,TH000048459,CHON BURI,Thailand,2004,11,37.9,33.580904522613096,2.5350330773663003,Heatwave,2.54
2022-10-31,RPM00098328,BAGUIO,Philippines,2022,10,18.6,23.666726618705027,-2.542880009939357,Cold Snap,2.54
2005-04-20,IDM00096695,KOTABARU/SETAGEN,Indonesia,2005,4,28.9,32.02535460992907,-2.5353715070230893,Cold Snap,2.54
2017-04-05,IDM00096695,KOTABARU/SETAGEN,Indonesia,2017,4,28.9,32.02535460992907,-2.5353715070230893,Cold Snap,2.54
2019-04-25,IDM00096695,KOTABARU/SETAGEN,Indonesia,2019,4,28.9,32.02535460992907,-2.5353715070230893,Cold Snap,2.54
2012-03-14,IDM00097380,SABU/TARDAMU,Indonesia,2012,3,29.2,32.09668246445499,-2.5427539402301407,Cold Snap,2.54
2007-03-04,IDM00097380,SABU/TARDAMU,Indonesia,2007,3,29.2,32.09668246445499,-2.5427539402301407,Cold Snap,2.54
2014-07-08,ID000096163,PADANG/TABING,Indonesia,2014,7,28.7,31.140389294403906,-2.5426323143878844,Cold Snap,2.54
2016-07-20,ID000096163,PADANG/TABING,Indonesia,2016,7,28.7,31.140389294403906,-2.5426323143878844,Cold Snap,2.54
2000-02-24,MY000048620,SITIAWAN,Malaysia,2000,2,29.4,32.505,-2.5431657354959842,Cold Snap,2.54
2015-07-17,RPM00098330,CABANATUAN,Philippines,2015,7,26.8,32.5710875331565,-2.539967764333677,Cold Snap,2.54
2006-03-02,RPM00098132,ITBAYAT,Philippines,2006,3,20.0,26.222811671087523,-2.543801164773994,Cold Snap,2.54
2008-08-03,IDM00097120,MAJENE,Indonesia,2008,8,29.2,31.295643153526946,-2.5366109744677057,Cold Snap,2.54
2007-08-03,IDM00097120,MAJENE,Indonesia,2007,8,29.2,31.295643153526946,-2.5366109744677057,Cold Snap,2.54
2010-05-13,IDM00096249,H AS HANANDJOEDDIN,Indonesia,2010,5,28.9,32.170663811563166,-2.53677671160484,Cold Snap,2.54
2009-05-06,RP000098232,APARRI,Philippines,2009,5,28.8,33.30763723150359,-2.541855913331408,Cold Snap,2.54
2021-08-05,VMM00048830,LANG SON,Vietnam,2021,8,37.7,32.065846153846174,2.5367244475447577,Heatwave,2.54
2018-05-25,IDM00096195,SULTAN THAHA,Indonesia,2018,5,29.2,32.51916859122402,-2.5448010834421573,Cold Snap,2.54
2017-03-21,IDM00097780,ENAROTALI,Indonesia,2017,3,28.6,24.526794258373208,2.5350406924075743,Heatwave,2.54
2007-08-26,IDM00096839,ACHMAD YANI,Indonesia,2007,8,30.7,33.53096446700509,-2.5388391884693338,Cold Snap,2.54
2024-02-07,IDM00097182,UJANG PANDANG/PAOTERE,Indonesia,2024,2,26.9,30.963387978142052,-2.5436640543900726,Cold Snap,2.54
2008-05-15,RP000098836,ZAMBOANGA,Philippines,2008,5,30.0,33.57610619469025,-2.5370253924818384,Cold Snap,2.54
2000-05-09,RP000098836,ZAMBOANGA,Philippines,2000,5,30.0,33.57610619469025,-2.5370253924818384,Cold Snap,2.54
2008-05-09,RP000098836,ZAMBOANGA,Philippines,2008,5,30.0,33.57610619469025,-2.5370253924818384,Cold Snap,2.54
2024-03-09,IDM00097380,SABU/TARDAMU,Indonesia,2024,3,29.2,32.09668246445499,-2.5427539402301407,Cold Snap,2.54
2019-06-28,IDM00097240,MATARAM-LOMBOK INTL AIRPORT,Indonesia,2019,6,28.2,31.170689655172414,-2.543333762644878,Cold Snap,2.54
2018-04-23,IDM00096615,RAHADI USMAN,Indonesia,2018,4,29.4,32.28053333333334,-2.54475938572647,Cold Snap,2.54
2023-05-06,TH000048455,BANGKOK METROPOLIS,Thailand,2023,5,40.5,35.25351562500003,2.540976698696801,Heatwave,2.54
2002-06-18,TH000048517,CHUMPHON,Thailand,2002,6,28.4,32.82638522427441,-2.544473968242057,Cold Snap,2.54
2005-05-18,RP000098836,ZAMBOANGA,Philippines,2005,5,30.0,33.57610619469025,-2.5370253924818384,Cold Snap,2.54
2005-07-24,VMM00048826,PHU LIEN,Vietnam,2005,7,27.0,32.38157894736842,-2.5364909036217584,Cold Snap,2.54
2013-07-27,VMM00048826,PHU LIEN,Vietnam,2013,7,27.0,32.38157894736842,-2.5364909036217584,Cold Snap,2.54
2003-06-28,TH000048327,CHIANG MAI,Thailand,2003,6,28.0,33.563050847457646,-2.540661899032578,Cold Snap,2.54
2011-03-16,RPM00098132,ITBAYAT,Philippines,2011,3,20.0,26.222811671087523,-2.543801164773994,Cold Snap,2.54
2011-09-13,ID000097724,AMBON/PATTIMURA,Indonesia,2011,9,26.2,29.06932773109244,-2.543093270295121,Cold Snap,2.54
2011-09-12,ID000097724,AMBON/PATTIMURA,Indonesia,2011,9,26.2,29.06932773109244,-2.543093270295121,Cold Snap,2.54
2008-07-03,MYM00048601,PENANG INTL,Malaysia,2008,7,29.2,31.720087336244543,-2.5389342759502425,Cold Snap,2.54
2005-09-17,IDM00096737,SERANG,Indonesia,2005,9,30.4,33.24405286343612,-2.5424763736659117,Cold Snap,2.54
2010-09-07,IDM00096737,SERANG,Indonesia,2010,9,30.4,33.24405286343612,-2.5424763736659117,Cold Snap,2.54
2008-09-09,IDM00096737,SERANG,Indonesia,2008,9,30.4,33.24405286343612,-2.5424763736659117,Cold Snap,2.54
2005-02-27,TH000048552,NAKHON SI THAMMARAT,Thailand,2005,2,34.2,31.552090592334505,2.5437781025498283,Heatwave,2.54
2005-02-26,TH000048552,NAKHON SI THAMMARAT,Thailand,2005,2,34.2,31.552090592334505,2.5437781025498283,Heatwave,2.54
2017-05-11,IDM00096195,SULTAN THAHA,Indonesia,2017,5,29.2,32.51916859122402,-2.5448010834421573,Cold Snap,2.54
2023-05-19,IDM00096195,SULTAN THAHA,Indonesia,2023,5,29.2,32.51916859122402,-2.5448010834421573,Cold Snap,2.54
2016-04-10,TH000048567,TRANG,Thailand,2016,4,40.2,35.49980430528374,2.542879925862521,Heatwave,2.54
2005-04-10,ID000097560,BIAK/FRANS KAISIEPO,Indonesia,2005,4,28.0,30.520754716981124,-2.542980512333606,Cold Snap,2.54
2023-04-23,ID000097560,BIAK/FRANS KAISIEPO,Indonesia,2023,4,28.0,30.520754716981124,-2.542980512333606,Cold Snap,2.54
2015-01-05,BMM00048042,MANDALAY,Myanmar,2015,1,35.0,29.979957356076753,2.535634627594964,Heatwave,2.54
2017-09-01,ID000097014,MENADO/ SAM RATULAN,Indonesia,2017,9,30.1,32.86520146520148,-2.541699220866318,Cold Snap,2.54
2010-06-06,RPM00098132,ITBAYAT,Philippines,2010,6,27.8,31.630930232558146,-2.5400334493941563,Cold Snap,2.54
2007-10-26,TH000048552,NAKHON SI THAMMARAT,Thailand,2007,10,27.7,32.1253048780488,-2.543906074582441,Cold Snap,2.54
2001-03-23,TH000048569,HAT YAI,Thailand,2001,3,30.5,34.457081545064376,-2.539332518082781,Cold Snap,2.54
2016-09-14,IDM00097192,BAU-BAU/BETO AMBIRI,Indonesia,2016,9,29.8,32.9355504587156,-2.542154504798608,Cold Snap,2.54
2007-08-01,MYM00048647,SULTAN ABDUL AZIZ SHAH INTL,Malaysia,2007,8,30.0,33.17565543071161,-2.538671949287964,Cold Snap,2.54
2015-07-06,RPM00098330,CABANATUAN,Philippines,2015,7,26.8,32.5710875331565,-2.539967764333677,Cold Snap,2.54
2008-06-13,TH000048552,NAKHON SI THAMMARAT,Thailand,2008,6,30.6,34.23312401883834,-2.5359952802980965,Cold Snap,2.54
2008-06-18,TH000048357,NAKHON PHANOM,Thailand,2008,6,27.2,32.638666666666715,-2.5372861622283533,Cold Snap,2.54
2013-08-27,RPM00098325,DAGUPAN,Philippines,2013,8,26.7,31.37248459958934,-2.540621876311945,Cold Snap,2.54
2000-08-23,RPM00098325,DAGUPAN,Philippines,2000,8,26.7,31.37248459958934,-2.540621876311945,Cold Snap,2.54
2007-07-21,BMM00048008,MYITKYINA,Myanmar,2007,7,25.0,31.6041095890411,-2.540096921420684,Cold Snap,2.54
2006-08-01,TH000048378,PHITSANULOK/SARIT,Thailand,2006,8,28.7,32.874122807017585,-2.539014702225157,Cold Snap,2.54
2008-08-12,TH000048378,PHITSANULOK/SARIT,Thailand,2008,8,28.7,32.874122807017585,-2.539014702225157,Cold Snap,2.54
2022-09-10,IDM00096633,SEPINGGAN,Indonesia,2022,9,28.4,31.119999999999994,-2.542904885150659,Cold Snap,2.54
2005-04-02,MY000048657,KUANTAN,Malaysia,2005,4,30.5,33.32028985507248,-2.5390829027647195,Cold Snap,2.54
2001-08-19,VMW00041010,NHA TRANG,Vietnam,2001,8,29.0,32.68918205804747,-2.5428869873882474,Cold Snap,2.54
2000-08-20,VMW00041010,NHA TRANG,Vietnam,2000,8,29.0,32.68918205804747,-2.5428869873882474,Cold Snap,2.54
2000-10-05,MY000096465,LABUAN,Malaysia,2000,10,28.2,31.198888888888877,-2.5431494297194464,Cold Snap,2.54
2021-10-03,MY000096465,LABUAN,Malaysia,2021,10,28.2,31.198888888888877,-2.5431494297194464,Cold Snap,2.54
2011-09-27,TH000048567,TRANG,Thailand,2011,9,28.4,32.63996023856862,-2.5371420191139324,Cold Snap,2.54
2014-12-19,RP000986530,SURIGAO,Philippines,2014,12,26.0,30.359302325581407,-2.5364657462621003,Cold Snap,2.54
2015-08-24,IDM00097096,KASIGUNCU,Indonesia,2015,8,35.4,32.77364016736402,2.5400756791756702,Heatwave,2.54
2023-06-23,THM00048453,BANG NA AGROMET,Thailand,2023,6,37.9,34.28045977011491,2.537867667259604,Heatwave,2.54
2020-12-28,RP000986530,SURIGAO,Philippines,2020,12,26.0,30.359302325581407,-2.5364657462621003,Cold Snap,2.54
2009-06-22,ID000097690,JAYAPURA/SENTANI,Indonesia,2009,6,28.6,32.46401273885351,-2.5407996850136594,Cold Snap,2.54
2023-02-01,ID000096145,TAREMPA,Indonesia,2023,2,26.0,29.333705357142858,-2.5380324394758285,Cold Snap,2.54
2006-07-12,RPM00098330,CABANATUAN,Philippines,2006,7,26.8,32.5710875331565,-2.539967764333677,Cold Snap,2.54
2006-04-21,IDM00097722,AMAHAI,Indonesia,2006,4,33.2,31.0796052631579,2.5355495602758786,Heatwave,2.54
2023-02-13,IDM00096607,TEMINDUNG,Indonesia,2023,2,28.0,32.66409185803759,-2.5440728524133016,Cold Snap,2.54
2006-02-17,IDM00096607,TEMINDUNG,Indonesia,2006,2,28.0,32.66409185803759,-2.5440728524133016,Cold Snap,2.54
2007-10-26,TH000048551,SURAT THANI,Thailand,2007,10,27.7,32.36008869179599,-2.5434127544436143,Cold Snap,2.54
2005-12-25,RP000986530,SURIGAO,Philippines,2005,12,26.0,30.359302325581407,-2.5364657462621003,Cold Snap,2.54
2012-12-25,RP000986530,SURIGAO,Philippines,2012,12,26.0,30.359302325581407,-2.5364657462621003,Cold Snap,2.54
2014-06-19,IDM00097570,SERUI/YENDOSA,Indonesia,2014,6,27.6,31.119256756756766,-2.541779577612423,Cold Snap,2.54
2008-12-28,RP000098836,ZAMBOANGA,Philippines,2008,12,29.8,33.10829493087559,-2.5387088132360933,Cold Snap,2.54
2023-04-19,ID000096145,TAREMPA,Indonesia,2023,4,35.6,32.08511066398388,2.5407517469423944,Heatwave,2.54
2000-08-21,VMW00041010,NHA TRANG,Vietnam,2000,8,29.0,32.68918205804747,-2.5428869873882474,Cold Snap,2.54
2004-06-12,VMM00048887,PHAN THIET,Vietnam,2004,6,28.7,32.77194029850745,-2.5367633813659682,Cold Snap,2.54
2006-01-27,IDM00096933,SURABAYA/PERAK,Indonesia,2006,1,29.4,32.616835016835005,-2.5399267820323264,Cold Snap,2.54
2022-02-16,TH000048383,MUKDAHAN,Thailand,2022,2,25.0,33.35920000000003,-2.5445520639658277,Cold Snap,2.54
2000-07-11,TH000048375,MAE SOT,Thailand,2000,7,26.0,31.054945054945048,-2.5415650249654074,Cold Snap,2.54
2018-07-16,TH000048375,MAE SOT,Thailand,2018,7,26.0,31.054945054945048,-2.5415650249654074,Cold Snap,2.54
2020-08-08,TH000048501,KHLONG YAI,Thailand,2020,8,26.5,31.08383128295257,-2.5423413981760152,Cold Snap,2.54
2007-02-01,TH000048330,PHRAE,Thailand,2007,2,29.0,33.85105263157895,-2.536134193421298,Cold Snap,2.54
2019-06-09,IDM00096607,TEMINDUNG,Indonesia,2019,6,27.8,31.951346153846142,-2.5370615103034195,Cold Snap,2.54
2024-04-08,ID000096925,SANGKAPURA (BAWEAN,Indonesia,2024,4,33.9,31.51981351981351,2.5380907521263882,Heatwave,2.54
2018-08-08,IDM00097430,BABULLAH,Indonesia,2018,8,34.1,31.185287356321844,2.541269711113659,Heatwave,2.54
2020-03-12,IDM00097028,TOLI-TOLI/LALOS,Indonesia,2020,3,34.5,31.46846153846155,2.5415683639219266,Heatwave,2.54
2010-03-16,IDM00097028,TOLI-TOLI/LALOS,Indonesia,2010,3,34.5,31.46846153846155,2.5415683639219266,Heatwave,2.54
2012-06-29,IDM00097700,NAMLEA/BURU ISLAND,Indonesia,2012,6,27.8,30.68239202657806,-2.535719694370185,Cold Snap,2.54
